word,phoneme,en_short,vi,hint_level
calisthenic,/ˌkæɫəsˈθɛnɪk/,relating to light exercises,健美操的,1
callous,/ˈkæɫəs/,not showing concern,冷酷,2
calloused,/ˈkæɫəst/,having hard and thick skin,长满老茧的,1
callow,/ˈkæɫoʊ/,used to describe a young one,幼稚的,1
caloric,/kəˈɫɔɹɪk/,relating to heat,热量的,1
calorific,,heat making,发热量的,1
campy,/ˈkæmpi/,providing entertainment,做作的,1
cancerous,/ˈkænsɝəs/,an evil that spreads,癌变的,1
candid,"/ˈkændəd/, /ˈkændɪd/",expressing in an honest way,坦率,2
candied,/ˈkændid/,covered with sugar,脯,1
candlelit,,having light shown onto,烛光的,2
cannibalistic,,of ones who eat their kind,同类相食的,1
canny,/ˈkæni/,smart and careful,精明的,1
canonical,/kəˈnɑnəkəɫ/,relating to important writings,典范,1
canopied,,being covered,带天篷的,1
cantankerous,/kænˈtæŋkɝəs/,often angry and disturbed,脾气暴躁的,1
capacious,/kəˈpeɪʃəs/,able to hold or contain a lot,宽敞的,1
capricious,/kəˈpɹɪʃəs/,often changing moods suddenly,任性,1
captivating,/ˈkæptɪˌveɪtɪŋ/,fascinating,迷人的,2
carbonated,/ˈkɑɹbəˌneɪtɪd/,having many tiny bubbles,碳酸的,1
carcinogenic,/ˌkɑɹsənoʊˈdʒɛnɪk/,able to cause cancer,致癌的,1
cardiac,/ˈkɑɹdiˌæk/,relating to the heart,心脏的,3
cardiovascular,/ˌkɑɹdioʊˈvæskjəɫɝ/,relating to the heart,心血管,2
carefree,/ˈkɛɹˌfɹi/,having no worries,畅快,2
careless,/ˈkɛɹɫəs/,done without enough thought,粗心,5
careworn,,looking tired or worried,忧心忡忡的,1
Caribbean,"/ˌkɛɹɪˈbiən/, /kɝˈɪbiən/",relating to the Caribbean Sea,加勒比海,3
carnal,/ˈkɑɹnəɫ/,of the body,肉体的,1
carnivorous,/kɑɹˈnɪvɝəs/,feeding on animals,肉食性的,2
carsick,/ˈkɑɹsɪk/,feeling sick while riding,晕车,1
cartilaginous,,flexible material in the body,软骨的,1
cartographic,,relating to map making,制图的,1
casual,"/ˈkæʒəwəɫ/, /ˈkæʒwəɫ/",not serious,随意的,4
cataclysmic,/ˌkætəˈkɫɪzmɪk/,causing great damage,灾难性的,2
catastrophic,/ˌkætəˈstɹɑfɪk/,extremely dangerous,灾难性的,4
catchy,/ˈkæˌtʃi/,appealing and easy to remember,朗朗上口的,2
categorical,"/ˌkætəˈɡɑɹɪkəɫ/, /ˌkætəˈɡɔɹɪkəɫ/",said in a clear and strong way,绝对的,1
catty,/ˈkæti/,critical or not kind,斤,2
causal,/ˈkɔzəɫ/,making something happen,因果关系,3
causative,"/ˈkɑzətɪv/, /ˈkɔzətɪv/",making something happen,使因,1
caustic,"/ˈkɑstɪk/, /ˈkɔstɪk/",very harsh and critical,腐蚀性的,1
cautionary,/ˈkɔʃəˌnɛɹi/,serving as a warning,警示性的,2
cautious,/ˈkɔʃəs/,careful to avoid risk,谨慎,4
cavalier,"/ˈkævəɫiɹ/, /ˌkævəˈɫɪɹ/",having no concern,骑士,2
cavernous,/ˈkævɝnəs/,like a large hole,海绵状的,1
ceaseless,/ˈsisɫɪs/,seeming to never stop,不断的,1
ceilinged,,provided with a roof,有天花板的,1
celestial,/səˈɫɛstʃəɫ/,of or relating the sky,天上的,1
celibate,/ˈsɛɫɪbət/,to say one does not have sex,独身,2
cellular,/ˈsɛɫjəɫɝ/,relating to living cells,细胞的,3
Celsius,/ˈsɛɫsiəs/,of a scale of temperature,摄氏度,4
Celtic,"/ˈkɛɫtɪk/, /ˈsɛɫtɪk/",relating to the Celts,凯尔特人,3
censorious,,very critical,挑剔的,1
centigrade,/ˈsɛntəˌɡɹeɪd/,relating to measuring heat,摄氏度,4
centralist,,supporting the power of one,集中制,1
centrifugal,/ˈsɛntɹɪfˌjuɡəɫ/,moving away from a center,离心式,1
centripetal,,moving toward a center,向心的,1
ceramic,/sɝˈæmɪk/,being made of a heated material,陶瓷制品,4
cerebral,"/ˈsɛɹəbɹəɫ/, /sɝˈibɹəɫ/",related to the mind,大脑的,3
ceremonious,,formal and serious,隆重,1
certifiable,,real or genuine,可证明的,2
certificated,,having met formal requirements,已认证的,1
certified,/ˈsɝtəˌfaɪd/,officially approved,认证的,2
cervical,"/ˈsɝvəkəɫ/, /ˈsɝvɪkəɫ/",relating to the neck,颈椎,3
chagrined,/ʃəˈɡɹɪnd/,feel irritated,懊恼的,2
chalky,,having a type of white color,白垩色的,1
chambered,/ˈtʃeɪmbɝd/,having sections,有室的,1
chancy,/ˈtʃænsi/,possibly having a bad result,祯,1
changeable,/ˈtʃeɪndʒəbəɫ/,able to be altered,多变,1
changeless,,never altering,不变的,1
chaotic,/keɪˈɑtɪk/,in a state of much confusion,混乱的,4
chapped,,cracked because of cold air,干裂的,2
characterful,,having interesting qualities,有特色的,1
characterless,,not with interesting qualities,无个性的,1
chargeable,/ˈtʃɑɹdʒəbəɫ/,being able to get more energy,收费的,3
charismatic,/kɛɹɪzˈmætɪk/,having great charm,有魅力的,3
charitable,"/ˈtʃæɹətəbəɫ/, /ˈtʃɛɹətəbəɫ/",not critical of others,慈善,4
charred,/ˈtʃɑɹd/,made black from burning,烧焦的,2
chartered,/ˈtʃɑɹtɝd/,allowed to work in a job,特许的,3
chary,/ˈtʃɑɹi/,careful,谨慎,1
chaste,/ˈtʃeɪst/,not having sex,贞洁的,1
chatty,/ˈtʃæti/,having an informal style,健谈的,2
chauvinist,/ˈʃoʊvənəst/,believing one is better than,沙文主义者,1
cheapo,/ˈtʃiˌpoʊ/,cheap,廉价,1
checkered,/ˈtʃɛkɝd/,having a pattern of squares,方格的,2
cheeky,/ˈtʃiki/,showing a lack of respect,厚脸皮,1
cheerful,/ˈtʃɪɹfəɫ/,showing that one is willing,快乐,5
cheerless,,not causing happiness,冷冷清清,1
cheery,/ˈtʃɪɹi/,having happy feelings,开朗的,2
cheesy,/ˈtʃizi/,like cheese,俗气的,2
cherished,/ˈtʃɛɹɪʃt/,marked by feeling love for,珍惜的,2
cherubic,/tʃɝˈubɪk/,having a sweet nature,天真的,1
chewable,,being able to be bitten or cut,可咀嚼的,1
chewy,/ˈtʃui/,food not easily bitten,耐嚼的,2
chichi,/ˈtʃitʃi/,modern,琪琪,1
childish,/ˈtʃaɪɫdɪʃ/,of a young person,幼稚,4
childless,/ˈtʃaɪɫdɫəs/,having no children,无子女的,3
childlike,/ˈtʃaɪɫdˌɫaɪk/,having pleasing qualities,童趣的,2
childproof,,being made to protect children,儿童防护,1
chilling,/ˈtʃɪɫɪŋ/,very frightening,令人不寒而栗,3
chilly,/ˈtʃɪɫi/,being cold,寒冷,4
chimerical,/kɪˈmɛɹəkəɫ/,being not real,空想的,1
chintzy,/ˈtʃɪntsi/,not willing to spend money,廉价的,1
chirpy,/ˈtʃɝpi/,happy and full of energy,扢,2
chiseled,/ˈtʃɪzəɫd/,having an attractive shape,凿刻的,1
chivalric,,relating to knights,侠义的,1
chivalrous,,behaving in a honorable way,侠义的,2
chockablock,,very full,乔卡布洛克,1
chock-full,,completely full,塞满的,1
choleric,/ˈkɑɫɝɪk/,made angry easily,胆汁质的,1
choosy,/ˈtʃuzi/,liking only certain things,挑剔的,4
chopped,/ˈtʃɑpt/,being prepared by cutting,切碎的,3
choppy,/ˈtʃɑpi/,not smooth,断断续续,2
choral,/ˈkɔɹəɫ/,relating to a group of singers,合唱团,3
choreographic,/ˌkɔɹiəˈɡɹæfɪk/,relating to dance production,编舞的,1
christlike,,showing the spirit of Christ,基督般的,1
christly,,showing the spirit of Christ,克里斯特利,1
Christmassy,,being suitable for Christmas,圣诞气氛,1
chromatic,,relating to a musical scale,半音阶的,1
chromosomal,/ˈkɹoʊməˌsoʊməɫ/,relating to a gene,染色体,1
chronic,/ˈkɹɑnɪk/,very bad,慢性的,4
chronological,/ˌkɹɑnəˈɫɑdʒɪkəɫ/,arranged in order of time,按时间顺序排列的,3
chubby,/ˈtʃəbi/,somewhat fat,胖乎乎的,2
chuffed,,very pleased,高兴地,1
chummy,/ˈtʃəmi/,very friendly,亲密的,2
chunky,/ˈtʃəŋki/,heavy and thick,矮胖的,3
churchgoing,/ˈtʃɝtʃˌɡoʊɪŋ/,practicing a religion,去教堂,1
churlish,/ˈtʃɝɫɪʃ/,not polite,无礼的,1
cinematic,/ˌsɪnəˈmætɪk/,relating to movies,电影般的,2
circadian,/sɝˈkeɪdiən/,relating to regular changes,昼夜节律,1
circuitous,/sɝkˈjuɪtəs/,not said or done clearly,迂回的,1
circulatory,/ˈsɝkjəɫəˌtɔɹi/,relating to blood flow,循环的,2
circumspect,/ˈsɝkəmˌspɛkt/,very careful,谨慎,1
circumstantial,/ˌsɝkəmˈstænʃəɫ/,based on details without proof,间接的,2
citywide,/ˈsɪtiˌwaɪd/,including all parts of a city,全市,2
civic,/ˈsɪvɪk/,relating to a city or town,公民的,4
civil,/ˈsɪvəɫ/,proper but not friendly,民事,5
civilized,/ˈsɪvəˌɫaɪzd/,showing concern for rules,文明的,3
clad,/ˈkɫæd/,used to describe one's clothes,穿着,3
clammy,/ˈkɫæmi/,wet and cold,湿冷的,2
clamorous,,very loud,吵闹的,1
clandestine,/kɫænˈdɛstɪn/,done in a private way,秘密的,2
clannish,/ˈkɫænɪʃ/,tending to exclude others,氏族的,1
classifiable,/ˈkɫæsəˌfaɪəbəɫ/,being able to be grouped,可分类的,1
classless,/ˈkɫæsɫəs/,without social levels,无阶级的,2
classy,/ˈkɫæsi/,showing impressive character,优雅的,2
claustrophobic,/ˌkɫɔstɹəˈfoʊbɪk/,not having enough space,幽闭恐惧症,2
clawed,/ˈkɫɔd/,armed with a sharp curved toe,有爪子的,2
clayey,/ˈkɫeɪi/,containing a kind of earth,粘土,1
(as) clear as a bell,,very clear,(as) 清晰如钟,1
clearheaded,,being able to think clearly,清醒,1
clement,/ˈkɫɛmənt/,not too hot or too cold,克莱门特,2
clerical,"/ˈkɫɛɹəkəɫ/, /ˈkɫɛɹɪkəɫ/",relating to an office worker,文员的,4
clever,/ˈkɫɛvɝ/,good at doing things,聪明的,5
too clever by half,,smart in a bothersome way,太聪明了一半,1
cliched,/ˌkɫiˈʃeɪd/,being repeated without thought,陈词滥调,1
climactic,/kɫaɪˈmæktɪk/,most exciting and important,高潮,1
climatic,/kɫaɪˈmætɪk/,relating to weather,气候,4
clipped,/ˈkɫɪpt/,to describe fast speech,被剪掉的,2
cliquish,,excluding people,拉帮结派,1
clitoral,,relating to a female sex part,阴蒂,1
cloaked,/ˈkɫoʊkt/,hidden,披着斗篷的,1
cloddish,,being heavy and stupid,粗俗的,1
clogged,/ˈkɫɔɡd/,loaded with a blocking thing,堵塞的,2
cloistered,/ˈkɫɔɪstɝd/,separated from the world,与世隔绝的,2
close to the bone,,dealing with sensitive issues,靠近骨头,1
close to your chest,,kept secret,靠近你的胸部,1
closed-captioned,,having words on a screen for people who cannot hear,隐藏式字幕,1
closed-mouthed,,not revealing much,闭嘴的,1
clotted,"/ˈkɫɑtəd/, /ˈkɫɑtɪd/",being made into thick pieces,凝结的,2
clothed,/ˈkɫoʊðd/,covered in something,穿衣服的,3
cloudless,/ˈkɫaʊdɫəs/,having a clear sky,无云的,1
cloudy,/ˈkɫaʊdi/,not clean or clear,多云的,4
clownish,,acting in a silly way,滑稽的,1
cloying,/ˈkɫɔɪɪŋ/,too pleasant or emotional,令人腻味的,1
clubby,/ˈkɫəbi/,very friendly,俱乐部比,1
clueless,/ˈkɫuɫəs/,unable to understand something,无知的,2
clumpy,/ˈkɫəmpi/,having many small clumps,块状的,1
clumsy,/ˈkɫəmzi/,hard to use,笨拙,4
clunky,/ˈkɫəŋki/,old and not working well,笨重的,1
cluttered,/ˈkɫətɝd/,messy,杂乱的,1
coachable,,capable of being trained,可辅导的,1
coarse,/ˈkɔɹs/,made up of large pieces,粗,4
coastal,/ˈkoʊstəɫ/,located on or near a coast,沿海,4
cobbled,/ˈkɑbəɫd/,covered with rounded stones,鹅卵石铺成的,3
cochlear,/ˈkɑkɫiɝ/,relating to a part of the ear,人工耳蜗,1
cockamamy,,silly,科卡马米,1
cockeyed,/ˈkɑˌkaɪd/,turned to one side,歪斜的,1
cocksure,,having confidence,自信满满,1
coeducational,/ˈkoʊˈɛdʒəˈkeɪʃənəɫ/,having students of both sexes,男女同校,1
coequal,/koʊˈikwəɫ/,equal with each other,同等,1
coercive,/koʊˈɝsɪv/,using force or threats,强制的,1
cogent,/ˈkoʊdʒənt/,very clear and easy to accept,令人信服的,1
cognate,,having the same origin,同源,1
cognitive,/ˈkɑɡnɪtɪv/,relating to mental activity,认知的,4
cognizant,/ˈkɑɡnəzənt/,aware of something,认识到的,2
coherent,/koʊˈhɪɹənt/,working closely,相干,4
cohesive,/koʊˈhisɪv/,closely united,凝聚力,4
coiled,/ˈkɔɪɫd/,twisted,盘绕的,2
coincident,/koʊˈɪnsədənt/,happening at the same time,一致的,1
coincidental,/koʊˌɪnsəˈdɛntəɫ/,not planned,巧合的,2
coital,,relating to sex,性交,1
in the cold light of day,,when things can be seen easily,在白天的冷光下,1
leave you cold,,a thing that is not exciting,让你冷,1
coldhearted,,mean and not caring,冷酷无情,1
colicky,,suffering from too much gas,肠绞痛,1
collaborative,"/kəˈɫæbɝˌeɪtɪv/, /kəˈɫæbɹətɪv/",involving two or more people,协作的,4
collapsible,/kəˈɫæpsəbəɫ/,able to be made smaller,可折叠的,1
collegiate,/kəˈɫidʒɪt/,relating to higher education,大学的,1
colloquial,/kəˈɫoʊkwiəɫ/,not formal,口语化的,1
color-blind,,unable to distinguish colors,色盲,1
colorectal,/ˌkoʊɫoʊˈɹɛktəɫ/,a medical term,结直肠,1
colorfast,/ˈkəɫɝˌfæst/,being able to not fade,不褪色,1
colorless,/ˈkəɫɝɫəs/,lacking a shade,无色,1
colossal,/kəˈɫɑsəɫ/,very large or great,庞大,3
comatose,/ˈkoʊməˌtoʊs/,being in a sick deep sleep,昏迷的,2
combative,"/ˌkɑmˈbæˌtɪv/, /kəmˈbætɪv/",willing to fight or argue,好斗的,4
combustible,,able to be burned easily,易燃,2
comedic,/kəˈmidɪk/,relating to something funny,喜剧性的,2
comely,/ˈkəmɫi/,pleasing in appearance,漂亮,1
comfy,/ˈkəmfi/,feeling comfortable,舒服,2
comical,/ˈkɑmɪkəɫ/,funny,滑稽,2
commemorative,"/kəˈmɛmɝˌeɪtɪv/, /kəˈmɛmɹətɪv/",meant to honor a memory,纪念性的,1
commendable,/kəˈmɛndəbəɫ/,deserving praise and approval,值得称赞的,2
commensurate,"/kəˈmɛnsɝət/, /kəˈmɛnsɝɪt/",equal in degree,相称,2
commodious,/kəˈmoʊdiəs/,having a lot of space,宽敞的,1
commonsense,/ˌkɑmənˈsɛns/,showing good judgment,常识,3
communal,/kəmˈjunəɫ/,shared by members of a group,公共的,3
communicable,/kəmˈjunəkəbəɫ/,able to be passed to another,可传染的,1
communicative,/kəmˈjunəkətɪv/,willing to talk to people,交际的,4
companionable,,friendly,友善的,1
comparable,"/ˈkɑmpɝəbəɫ/, /kəmˈpɛɹəbəɫ/, /kəmpɹəbəɫ/",similar,可比,4
compartmental,/kəmˌpɑɹtˈmɛntəɫ/,being divided into sections,分室的,1
compartmented,,being divided into sections,隔开的,1
compartmentalized,/ˌkɑmpɑɹtˈmɛntəɫaɪzd/,being divided into categories,划分的,1
compassionate,/kəmˈpæʃənət/,feeling concern for others,富有同情心的,4
compatible,/kəmˈpætəbəɫ/,able to exist together,兼容的,4
compelling,/kəmˈpɛɫɪŋ/,very interesting,引人注目的,3
competent,/ˈkɑmpətɪnt/,able to take part in a trial,胜任的,3
complacent,/kəmˈpɫeɪsənt/,satisfied,自满,4
complaisant,/kəmˈpɫeɪsənt/,willing to please others,顺从的,1
complementary,"/ˌkɑmpɫəˈmɛntɹi/, /ˌkɑmpɫəˈmɛntʃi/",making something complete,补充,4
compliant,/kəmˈpɫaɪənt/,agreeing with a set of rules,合规的,2
complicated,/ˈkɑmpɫəˌkeɪtəd/,hard to understand or explain,复杂的,5
complicit,/kəmˈpɫɪsət/,helping to do wrong,同谋,1
complimentary,/ˌkɑmpɫəˈmɛntɝi/,expressing praise,免费的,4
comprehensible,/ˌkɑmpɹiˈhɛnsəbəɫ/,able to be understood,可以理解的,3
compressed,/kəmˈpɹɛst/,made flat,压缩的,2
compressible,,being able to be made smaller,可压缩的,1
compulsive,/kəmˈpəɫsɪv/,caused by a wild desire,强迫性的,3
compulsory,/kəmˈpəɫsɝi/,required by a law or rule,强制性的,4
computational,/ˌkɑmpjuˈteɪʃənəɫ/,involving computers,计算性的,3
computable,,being able to calculate,可计算的,1
comradely,,being very friendly,同志般地,1
concave,"/ˈkɑnkeɪv/, /kɑnˈkeɪv/",curving towards the inside,凹,1
concealed,/kənˈsiɫd/,hidden,暗,3
conceited,/kənˈsitəd/,showing too much pride,自负,4
conceivable,/kənˈsivəbəɫ/,able to be imagined,可以想象的,3
concentric,/kənˈsɛntɹɪk/,having the same center,同心,2
conceptual,/kənˈsɛptʃuəɫ/,relating to ideas,概念性的,4
concerned,/kənˈsɝnd/,having a relation to,担心的,5
as far as (someone) is concerned,,in the opinion of someone,就（某人）而言,1
as far as (something) is concerned,,about something,就（某事）而言,1
concerted,"/kənˈsɝtəd/, /kənˈsɝtɪd/",done in a planned way,一致的,4
conciliatory,"/kənˈsɪˌɫiəˌtɔɹi/, /kənˈsɪɫjəˌtɔɹi/",intended to make one calm,和解,1
concise,/kənˈsaɪs/,using few words,简洁的,4
conclusive,/kənˈkɫusɪv/,showing that something is true,确凿,4
concordant,,in agreement,一致的,1
concurrent,/kənˈkɝənt/,happening at the same time,同时,4
condescending,/ˌkɑndɪˈsɛndɪŋ/,acting as if one is better,居高临下的,2
conducive,/kənˈdusɪv/,making something more likely,有利于,4
conductive,/kənˈdəktɪv/,having the ability to transfer,导电的,1
Confederate,"/kənˈfɛdɝˌeɪt/, /kənˈfɛdɝət/",relating to the Confederacy,同盟国,1
confidential,/ˌkɑnfəˈdɛnʃəɫ/,trusted with secret facts,机密的,4
confiding,/kənˈfaɪdɪŋ/,showing trust,倾诉,2
confined,/kənˈfaɪnd/,very small,受限,3
confining,/kənˈfaɪnɪŋ/,limiting movement,限制,2
confirmable,/kənˈfɝməbəɫ/,capable of being tested,可证实的,1
conflicting,/kənˈfɫɪktɪŋ/,disagreeing,矛盾的,3
conflicted,/kənˈfɫɪktɪd/,having disagreeing feelings,矛盾的,2
confounded,/kənˈfaʊndɪd/,very bad,困惑的,1
confrontational,/ˌkɑnfɹənˈteɪʃənəɫ/,challenging in an angry way,对抗性的,1
congealed,/kənˈdʒiɫd/,being made solid by cooling,凝结的,1
congenial,/kənˈdʒinjəɫ/,very friendly,相投,2
congenital,/kənˈdʒɛnətəɫ/,naturally having a character,先天性的,3
congested,"/kənˈdʒɛstəd/, /kənˈdʒɛstɪd/",blocked with liquid,拥挤的,1
congratulatory,/kənˈɡɹætʃəɫəˌtɔɹi/,showing joy for one's success,祝贺,4
congregational,/ˌkɑŋɡɹəˈɡeɪʃənəɫ/,relating to people in church,公理会的,1
congressional,/kənˈɡɹɛʃənəɫ/,relating to a formal meeting,国会的,4
congruent,/ˈkɔnɡɹuˌɛnt/,matching with something,全等,1
conical,"/ˈkɑnɪkəɫ/, /ˈkoʊnɪkəɫ/",being shaped like a cone,锥,1
coniferous,/kəˈnɪfɝəs/,relating to a kind of tree,针叶,1
conjectural,,being based on a guess,推测性的,1
conjugal,/ˈkɑndʒəɡəɫ/,relating to marriage,夫妻的,2
conniving,/kəˈnaɪvɪŋ/,acting without being honest,纵容,2
conscientious,/ˌkɑnʃiˈɛnʃəs/,taking great care,尽责的,4
conscious,/ˈkɑnʃəs/,felt by yourself,有意识的,5
consecutive,/kənˈsɛkjətɪv/,following one after the other,连续的,4
consensual,"/kənˈsɛnsuəɫ/, /kənˈsɛnʃuəɫ/",agreed by the people involved,双方同意的,2
